ADMU id: 0: F-lost, TF-cost	min-1 mean-1 wmean-1 max-1	
0.00001	0         	0.49036 	0.49036 	0.49036 	0.49036 	
0.00101	0         	0.49036 	0.49036 	0.49036 	0.49036 	
0.00201	0         	0.49036 	0.49036 	0.49036 	0.49036 	
0.00301	0         	0.49036 	0.49036 	0.49036 	0.49036 	
0.00401	0         	0.49036 	0.49036 	0.49036 	0.49036 	
0.00501	0         	0.49036 	0.49036 	0.49036 	0.49036 	
0.00601	0         	0.49036 	0.49036 	0.49036 	0.49036 	
0.00701	0         	0.49036 	0.49036 	0.49036 	0.49036 	
0.00801	0         	0.49036 	0.49036 	0.49036 	0.49036 	
0.00901	0         	0.49035 	0.49035 	0.49035 	0.49035 	
0.01001	0         	0.49034 	0.49034 	0.49034 	0.49034 	
0.01101	0         	0.49033 	0.49033 	0.49033 	0.49033 	
0.01201	0         	0.49032 	0.49032 	0.49032 	0.49032 	
0.01301	0         	0.49030 	0.49030 	0.49030 	0.49030 	
0.01401	0         	0.49029 	0.49029 	0.49029 	0.49029 	
0.01501	0         	0.49027 	0.49027 	0.49027 	0.49027 	
0.01601	0         	0.49024 	0.49024 	0.49024 	0.49024 	
0.01701	0         	0.49022 	0.49022 	0.49022 	0.49022 	
0.01801	0         	0.49020 	0.49020 	0.49020 	0.49020 	
0.01901	0         	0.49017 	0.49017 	0.49017 	0.49017 	
0.02001	0         	0.49014 	0.49014 	0.49014 	0.49014 	
0.02101	0         	0.49011 	0.49011 	0.49011 	0.49011 	
0.02201	0         	0.49008 	0.49008 	0.49008 	0.49008 	
0.02301	0         	0.49005 	0.49005 	0.49005 	0.49005 	
0.02401	0         	0.49001 	0.49001 	0.49001 	0.49001 	
0.02501	0         	0.48998 	0.48998 	0.48998 	0.48998 	
0.02601	0         	0.48994 	0.48994 	0.48994 	0.48994 	
0.02701	0         	0.48989 	0.48989 	0.48989 	0.48989 	
0.02801	0         	0.48985 	0.48985 	0.48985 	0.48985 	
0.02901	0         	0.48981 	0.48981 	0.48981 	0.48981 	
0.03001	0         	0.48976 	0.48976 	0.48976 	0.48976 	
0.03101	0         	0.48971 	0.48971 	0.48971 	0.48971 	
0.03201	0         	0.48966 	0.48966 	0.48966 	0.48966 	
0.03301	0         	0.48961 	0.48961 	0.48961 	0.48961 	
0.03401	0         	0.48955 	0.48955 	0.48955 	0.48955 	
0.03501	0         	0.48950 	0.48950 	0.48950 	0.48950 	
0.03601	0         	0.48944 	0.48944 	0.48944 	0.48944 	
0.03701	0         	0.48938 	0.48938 	0.48938 	0.48938 	
0.03801	0         	0.48932 	0.48932 	0.48932 	0.48932 	
0.03901	0         	0.48926 	0.48926 	0.48926 	0.48926 	
0.04001	0         	0.48920 	0.48920 	0.48920 	0.48920 	
0.04101	0         	0.48914 	0.48914 	0.48914 	0.48914 	
0.04201	0         	0.48908 	0.48908 	0.48908 	0.48908 	
0.04301	0         	0.48902 	0.48902 	0.48902 	0.48902 	
0.04401	0         	0.48895 	0.48895 	0.48895 	0.48895 	
0.04501	0         	0.48888 	0.48888 	0.48888 	0.48888 	
0.04601	0         	0.48880 	0.48880 	0.48880 	0.48880 	
0.04701	0         	0.48872 	0.48872 	0.48872 	0.48872 	
0.04801	0         	0.48865 	0.48865 	0.48865 	0.48865 	
0.04901	0         	0.48857 	0.48857 	0.48857 	0.48857 	
0.05001	0         	0.48849 	0.48849 	0.48849 	0.48849 	
0.05101	0         	0.48840 	0.48840 	0.48840 	0.48840 	
0.05201	0         	0.48832 	0.48832 	0.48832 	0.48832 	
0.05301	0         	0.48823 	0.48823 	0.48823 	0.48823 	
0.05401	0         	0.48814 	0.48814 	0.48814 	0.48814 	
0.05500	0         	0.48805 	0.48805 	0.48805 	0.48805 	
0.05600	0         	0.48796 	0.48796 	0.48796 	0.48796 	
0.05700	0         	0.48787 	0.48787 	0.48787 	0.48787 	
0.05800	0         	0.48778 	0.48778 	0.48778 	0.48778 	
0.05900	0         	0.48769 	0.48769 	0.48769 	0.48769 	
0.06000	0         	0.48759 	0.48759 	0.48759 	0.48759 	
0.06100	0         	0.48748 	0.48748 	0.48748 	0.48748 	
0.06200	0         	0.48737 	0.48737 	0.48737 	0.48737 	
0.06300	0         	0.48727 	0.48727 	0.48727 	0.48727 	
0.06400	0         	0.48715 	0.48715 	0.48715 	0.48715 	
0.06500	0         	0.48704 	0.48704 	0.48704 	0.48704 	
0.06600	0         	0.48692 	0.48692 	0.48692 	0.48692 	
0.06700	0         	0.48681 	0.48681 	0.48681 	0.48681 	
0.06800	0         	0.48668 	0.48668 	0.48668 	0.48668 	
0.06900	0         	0.48656 	0.48656 	0.48656 	0.48656 	
0.07000	0         	0.48643 	0.48643 	0.48643 	0.48643 	
0.07100	0         	0.48634 	0.48634 	0.48634 	0.48634 	
0.07200	0         	0.48623 	0.48623 	0.48623 	0.48623 	
0.07300	0         	0.48611 	0.48611 	0.48611 	0.48611 	
0.07400	0         	0.48608 	0.48608 	0.48608 	0.48608 	
0.07500	0         	0.48608 	0.48608 	0.48608 	0.48608 	
0.07600	0         	0.48608 	0.48608 	0.48608 	0.48608 	
0.07700	0         	0.48608 	0.48608 	0.48608 	0.48608 	
0.07800	0         	0.48608 	0.48608 	0.48608 	0.48608 	
0.07900	0         	0.48608 	0.48608 	0.48608 	0.48608 	
0.08000	0         	0.48607 	0.48607 	0.48607 	0.48607 	
0.08100	0         	0.48606 	0.48606 	0.48606 	0.48606 	
0.08200	0         	0.48606 	0.48606 	0.48606 	0.48606 	
