ADMU id: 0: F-lost, TF-cost	min-1 mean-1 wmean-1 max-1	min-2 mean-2 wmean-2 max-2	
0.00001	0         	0.64229 	0.72471 	-0.10725	0.92157 	0.67468 	0.67468 	0.00000 	0.67468 	
0.00101	0         	0.63361 	0.72065 	-0.09915	0.91403 	0.67468 	0.67468 	0.00000 	0.67468 	
0.00201	0         	0.63079 	0.71579 	-0.08978	0.89810 	0.67467 	0.67467 	0.00000 	0.67467 	
0.00301	0         	0.62988 	0.71131 	-0.08141	0.88216 	0.67461 	0.67461 	0.00000 	0.67461 	
0.00400	0         	0.62818 	0.70665 	-0.07271	0.86623 	0.67449 	0.67449 	0.00000 	0.67449 	
0.00500	0         	0.62522 	0.70169 	-0.06344	0.85029 	0.67432 	0.67432 	0.00000 	0.67432 	
0.00600	0         	0.62163 	0.69655 	-0.05387	0.83436 	0.67412 	0.67412 	0.00000 	0.67412 	
0.00700	0         	0.61888 	0.69161 	-0.04477	0.81842 	0.67388 	0.67388 	0.00000 	0.67388 	
0.00800	0         	0.61577 	0.68658 	-0.03552	0.80249 	0.67361 	0.67361 	0.00000 	0.67361 	
0.00900	0         	0.61309 	0.68163 	-0.02652	0.78655 	0.67330 	0.67330 	0.00000 	0.67330 	
0.01000	0         	0.61098 	0.67682 	-0.01784	0.77062 	0.67296 	0.67296 	0.00000 	0.67296 	
0.01099	0         	0.60837 	0.67188 	-0.00895	0.75468 	0.67257 	0.67257 	0.00000 	0.67257 	
0.01199	0         	0.60548 	0.66686 	inf     	0.73875 	0.67214 	0.67214 	0.00000 	0.67214 	
0.01299	0         	0.60386 	0.66214 	inf     	0.72281 	0.67172 	0.67172 	0.00000 	0.67172 	
0.01399	0         	0.60153 	0.65728 	inf     	0.70687 	0.67142 	0.67142 	0.00000 	0.67142 	
0.01499	0         	0.59970 	0.65252 	inf     	0.69094 	0.67100 	0.67100 	0.00000 	0.67100 	
0.01599	0         	0.59850 	0.64788 	inf     	0.67500 	0.67050 	0.67050 	0.00000 	0.67050 	
0.01698	0         	0.59666 	0.64309 	inf     	0.66997 	0.66997 	0.66997 	0.00000 	0.66997 	
0.01798	0         	0.59448 	0.63820 	inf     	0.66940 	0.66940 	0.66940 	0.00000 	0.66940 	
0.01898	0         	0.59215 	0.63327 	inf     	0.66878 	0.66878 	0.66878 	0.00000 	0.66878 	
0.01998	0         	0.59109 	0.62862 	inf     	0.66810 	0.66810 	0.66810 	0.00000 	0.66810 	
0.02098	0         	0.58933 	0.62380 	inf     	0.66734 	0.66734 	0.66734 	0.00000 	0.66734 	
0.02198	0         	0.57939 	0.61905 	inf     	0.66646 	0.66646 	0.66646 	0.00000 	0.66646 	
0.02298	0         	0.56346 	0.61432 	inf     	0.66545 	0.66545 	0.66545 	0.00000 	0.66545 	
0.02397	0         	0.54752 	0.60951 	inf     	0.66426 	0.66426 	0.66426 	0.00000 	0.66426 	
0.02497	0         	0.53159 	0.60449 	inf     	0.66267 	0.66267 	0.66267 	0.00000 	0.66267 	
0.02597	0         	0.51565 	0.59959 	inf     	0.66087 	0.66087 	0.66087 	0.00000 	0.66087 	
0.02697	0         	0.49971 	0.59448 	inf     	0.65896 	0.65896 	0.65896 	0.00000 	0.65896 	
0.02797	0         	0.48880 	0.58981 	inf     	0.65743 	0.65743 	0.65743 	0.00000 	0.65743 	
0.02897	0         	0.48872 	0.58620 	inf     	0.65742 	0.65742 	0.65742 	0.00000 	0.65742 	
0.02997	0         	0.48699 	0.58245 	inf     	0.65732 	0.65732 	0.65732 	0.00000 	0.65732 	
0.03096	0         	0.48330 	0.57829 	inf     	0.65716 	0.65716 	0.65716 	0.00000 	0.65716 	
0.03196	0         	0.47042 	0.57341 	inf     	0.65705 	0.65705 	0.65705 	0.00000 	0.65705 	
0.03296	0         	0.46571 	0.56919 	inf     	0.65682 	0.65682 	0.65682 	0.00000 	0.65682 	
0.03396	0         	0.46108 	0.56519 	inf     	0.65637 	0.65637 	0.65637 	0.00000 	0.65637 	
0.03496	0         	0.46108 	0.56131 	inf     	0.65538 	0.65538 	0.65538 	0.00000 	0.65538 	
0.03596	0         	0.46108 	0.56003 	inf     	0.65487 	0.65487 	0.65487 	0.00000 	0.65487 	
0.03696	0         	0.46108 	0.55965 	inf     	0.65486 	0.65486 	0.65486 	0.00000 	0.65486 	
0.03795	0         	0.45684 	0.55812 	inf     	0.65471 	0.65471 	0.65471 	0.00000 	0.65471 	
0.03895	0         	0.45668 	0.55761 	inf     	0.65469 	0.65469 	0.65469 	0.00000 	0.65469 	
0.03995	0         	0.45652 	0.55714 	inf     	0.65466 	0.65466 	0.65466 	0.00000 	0.65466 	
0.04095	0         	0.45652 	0.55686 	inf     	0.65464 	0.65464 	0.65464 	0.00000 	0.65464 	
0.04195	0         	0.45652 	0.55660 	inf     	0.65464 	0.65464 	0.65464 	0.00000 	0.65464 	
0.04295	0         	0.45652 	0.55615 	inf     	0.65463 	0.65463 	0.65463 	0.00000 	0.65463 	
0.04394	0         	0.45645 	0.55581 	inf     	0.65462 	0.65462 	0.65462 	0.00000 	0.65462 	
0.04494	0         	0.45645 	0.55544 	inf     	0.65461 	0.65461 	0.65461 	0.00000 	0.65461 	
0.04594	0         	0.45590 	0.55488 	inf     	0.65459 	0.65459 	0.65459 	0.00000 	0.65459 	
0.04694	0         	0.45590 	0.55449 	inf     	0.65457 	0.65457 	0.65457 	0.00000 	0.65457 	
0.04794	0         	0.45590 	0.55415 	inf     	0.65454 	0.65454 	0.65454 	0.00000 	0.65454 	
0.04894	0         	0.45590 	0.55379 	inf     	0.65452 	0.65452 	0.65452 	0.00000 	0.65452 	
0.04994	0         	0.45456 	0.55293 	inf     	0.65447 	0.65447 	0.65447 	0.00000 	0.65447 	
0.05093	0         	0.45432 	0.55250 	inf     	0.65444 	0.65444 	0.65444 	0.00000 	0.65444 	
0.05193	0         	0.45432 	0.55219 	inf     	0.65440 	0.65440 	0.65440 	0.00000 	0.65440 	
0.05293	0         	0.45425 	0.55183 	inf     	0.65435 	0.65435 	0.65435 	0.00000 	0.65435 	
0.05393	0         	0.45401 	0.55138 	inf     	0.65430 	0.65430 	0.65430 	0.00000 	0.65430 	
0.05493	0         	0.45393 	0.55100 	inf     	0.65426 	0.65426 	0.65426 	0.00000 	0.65426 	
0.05593	0         	0.45393 	0.55067 	inf     	0.65420 	0.65420 	0.65420 	0.00000 	0.65420 	
0.05693	0         	0.45385 	0.55022 	inf     	0.65414 	0.65414 	0.65414 	0.00000 	0.65414 	
0.05792	0         	0.45362 	0.54977 	inf     	0.65408 	0.65408 	0.65408 	0.00000 	0.65408 	
0.05892	0         	0.45354 	0.54916 	inf     	0.65401 	0.65401 	0.65401 	0.00000 	0.65401 	
0.05992	0         	0.45354 	0.54874 	inf     	0.65394 	0.65394 	0.65394 	0.00000 	0.65394 	
0.06092	0         	0.45283 	0.54809 	inf     	0.65387 	0.65387 	0.65387 	0.00000 	0.65387 	
0.06192	0         	0.45283 	0.54780 	inf     	0.65380 	0.65380 	0.65380 	0.00000 	0.65380 	
0.06292	0         	0.45268 	0.54735 	inf     	0.65372 	0.65372 	0.65372 	0.00000 	0.65372 	
0.06392	0         	0.45165 	0.54665 	inf     	0.65365 	0.65365 	0.65365 	0.00000 	0.65365 	
0.06491	0         	0.45071 	0.54586 	inf     	0.65356 	0.65356 	0.65356 	0.00000 	0.65356 	
