F-lost	   TF_cost	min-1	mean-1	max-1	w-mean-1	ext2-1	
0.3400	1.3334e+005	0.6767	0.6767	0.6767	0.6767	0.0930	
0.3410	1.3313e+005	0.6762	0.6762	0.6762	0.6762	0.0932	
0.3420	1.3293e+005	0.6758	0.6758	0.6758	0.6758	0.0933	
0.3430	1.3273e+005	0.6753	0.6753	0.6753	0.6753	0.0935	
0.3440	1.3253e+005	0.6749	0.6749	0.6749	0.6749	0.0936	
0.3450	1.3233e+005	0.6744	0.6744	0.6744	0.6744	0.0938	
0.3460	1.3212e+005	0.6738	0.6738	0.6738	0.6738	0.0940	
0.3470	1.3192e+005	0.6733	0.6733	0.6733	0.6733	0.0941	
0.3480	1.3172e+005	0.6729	0.6729	0.6729	0.6729	0.0943	
0.3490	1.3152e+005	0.6724	0.6724	0.6724	0.6724	0.0945	
0.3500	1.3132e+005	0.6719	0.6719	0.6719	0.6719	0.0946	
0.3510	1.3111e+005	0.6714	0.6714	0.6714	0.6714	0.0948	
0.3520	1.3091e+005	0.6709	0.6709	0.6709	0.6709	0.0950	
